Code,Term,Name,Catalog CIP Code,College
POLS,2218 ,Political Science,45.1001 POLS,CLA
POLS,2222 ,Political Science,45.1001 POLS,CLA
POLS,2224 ,Political Science,45.1001 POLS,CLA
PSY,2182 ,Psychology,42.0101 PSY,CLA
PSY,2184 ,Psychology,42.0101 PSY,CLA
PSY,2186 ,Psychology,42.0101 PSY,CLA
PSY,2188 ,Psychology,42.0101 PSY,CLA
PSY,2192 ,Psychology,42.0101 PSY,CLA
PSY,2194 ,Psychology,42.0101 PSY,CLA
PSY,2196 ,Psychology,42.0101 PSY,CLA
PSY,2198 ,Psychology,42.0101 PSY,CLA
PSY,2202 ,Psychology,42.0101 PSY,CLA
PSY,2204 ,Psychology,42.0101 PSY,CLA
PSY,2206 ,Psychology,42.0101 PSY,CLA
PSY,2208 ,Psychology,42.0101 PSY,CLA
PSY,2212 ,Psychology,42.0101 PSY,CLA
PSY,2214 ,Psychology,42.0101 PSY,CLA
PSY,2216 ,Psychology,42.0101 PSY,CLA
PSY,2218 ,Psychology,42.0101 PSY,CLA
PSY,2222 ,Psychology,42.0101 PSY,CLA
PSY,2224 ,Psychology,42.0101 PSY,CLA
RELS,2182 ,Religious Studies,38.0201 RELS,CLA
RELS,2184 ,Religious Studies,38.0201 RELS,CLA
RELS,2186 ,Religious Studies,38.0201 RELS,CLA
RELS,2188 ,Religious Studies,38.0201 RELS,CLA
RELS,2192 ,Religious Studies,38.0201 RELS,CLA
RELS,2194 ,Religious Studies,38.0201 RELS,CLA
RELS,2196 ,Religious Studies,38.0201 RELS,CLA
RELS,2198 ,Religious Studies,38.0201 RELS,CLA
RELS,2202 ,Religious Studies,38.0201 RELS,CLA
RELS,2204 ,Religious Studies,38.0201 RELS,CLA
RELS,2206 ,Religious Studies,38.0201 RELS,CLA
RELS,2208 ,Religious Studies,38.0201 RELS,CLA
RELS,2212 ,Religious Studies,38.0201 RELS,CLA
RELS,2214 ,Religious Studies,38.0201 RELS,CLA
RELS,2216 ,Religious Studies,38.0201 RELS,CLA
RELS,2218 ,Religious Studies,38.0201 RELS,CLA
RELS,2222 ,Religious Studies,38.0201 RELS,CLA
RELS,2224 ,Religious Studies,38.0201 RELS,CLA
SOC,2182 ,Sociology,45.1101 SOC,CLA
SOC,2184 ,Sociology,45.1101 SOC,CLA
SOC,2186 ,Sociology,45.1101 SOC,CLA
SOC,2188 ,Sociology,45.1101 SOC,CLA
SOC,2192 ,Sociology,45.1101 SOC,CLA
SOC,2194 ,Sociology,45.1101 SOC,CLA
SOC,2196 ,Sociology,45.1101 SOC,CLA
SOC,2198 ,Sociology,45.1101 SOC,CLA
SOC,2202 ,Sociology,45.1101 SOC,CLA
SOC,2204 ,Sociology,45.1101 SOC,CLA
SOC,2206 ,Sociology,45.1101 SOC,CLA
SOC,2208 ,Sociology,45.1101 SOC,CLA
SOC,2212 ,Sociology,45.1101 SOC,CLA
SOC,2214 ,Sociology,45.1101 SOC,CLA
SOC,2216 ,Sociology,45.1101 SOC,CLA
SOC,2218 ,Sociology,45.1101 SOC,CLA
SOC,2222 ,Sociology,45.1101 SOC,CLA
SOC,2224 ,Sociology,45.1101 SOC,CLA
SOCS,2182 ,Social Sciences,45.0101 SOCS,CLA
SOCS,2192 ,Social Sciences,45.0101 SOCS,CLA
SOCS,2202 ,Social Sciences,45.0101 SOCS,CLA
SOCS,2212 ,Social Sciences,45.0101 SOCS,CLA
SPAN,2182 ,Spanish,16.0905 SPAN,CLA
SPAN,2184 ,Spanish,16.0905 SPAN,CLA
SPAN,2186 ,Spanish,16.0905 SPAN,CLA
SPAN,2188 ,Spanish,16.0905 SPAN,CLA
SPAN,2192 ,Spanish,16.0905 SPAN,CLA
SPAN,2194 ,Spanish,16.0905 SPAN,CLA
SPAN,2196 ,Spanish,16.0905 SPAN,CLA
SPAN,2198 ,Spanish,16.0905 SPAN,CLA
SPAN,2202 ,Spanish,16.0905 SPAN,CLA
SPAN,2204 ,Spanish,16.0905 SPAN,CLA
SPAN,2206 ,Spanish,16.0905 SPAN,CLA
SPAN,2208 ,Spanish,16.0905 SPAN,CLA
SPAN,2212 ,Spanish,16.0905 SPAN,CLA
SPAN,2214 ,Spanish,16.0905 SPAN,CLA
SPAN,2216 ,Spanish,16.0905 SPAN,CLA
SPAN,2218 ,Spanish,16.0905 SPAN,CLA
SPAN,2222 ,Spanish,16.0905 SPAN,CLA
SPAN,2224 ,Spanish,16.0905 SPAN,CLA
TH,2182 ,Theatre,50.0501 TH,CLA
TH,2184 ,Theatre,50.0501 TH,CLA
TH,2186 ,Theatre,50.0501 TH,CLA
TH,2188 ,Theatre,50.0501 TH,CLA
TH,2192 ,Theatre,50.0501 TH,CLA
TH,2194 ,Theatre,50.0501 TH,CLA
TH,2196 ,Theatre,50.0501 TH,CLA
TH,2198 ,Theatre,50.0501 TH,CLA
TH,2202 ,Theatre,50.0501 TH,CLA
TH,2204 ,Theatre,50.0501 TH,CLA
TH,2206 ,Theatre,50.0501 TH,CLA
TH,2208 ,Theatre,50.0501 TH,CLA
TH,2212 ,Theatre,50.0501 TH,CLA
TH,2214 ,Theatre,50.0501 TH,CLA
TH,2216 ,Theatre,50.0501 TH,CLA
TH,2218 ,Theatre,50.0501 TH,CLA
TH,2222 ,Theatre,50.0501 TH,CLA
TH,2224 ,Theatre,50.0501 TH,CLA
WGS,2182 ,Women's and Gender Studies,30.9999 WGS,CLA
WGS,2184 ,Women's and Gender Studies,30.9999 WGS,CLA
WGS,2186 ,Women's and Gender Studies,30.9999 WGS,CLA
WGS,2188 ,Women's and Gender Studies,30.9999 WGS,CLA
WGS,2192 ,Women's and Gender Studies,30.9999 WGS,CLA
WGS,2194 ,Women's and Gender Studies,30.9999 WGS,CLA
WGS,2196 ,Women's and Gender Studies,30.9999 WGS,CLA
WGS,2198 ,Women's and Gender Studies,30.9999 WGS,CLA
WGS,2202 ,Women's and Gender Studies,30.9999 WGS,CLA
WGS,2204 ,Women's and Gender Studies,30.9999 WGS,CLA
WGS,2206 ,Women's and Gender Studies,30.9999 WGS,CLA
WGS,2208 ,Women's and Gender Studies,30.9999 WGS,CLA
WGS,2212 ,Women's and Gender Studies,30.9999 WGS,CLA
WGS,2214 ,Women's and Gender Studies,30.9999 WGS,CLA
WGS,2216 ,Women's and Gender Studies,30.9999 WGS,CLA
WGS,2218 ,Women's and Gender Studies,30.9999 WGS,CLA
WGS,2222 ,Women's and Gender Studies,30.9999 WGS,CLA
WGS,2224 ,Women's and Gender Studies,30.9999 WGS,CLA
WLC,2182 ,World Languages and Cultures,16.0101 WLC,CLA
WLC,2184 ,World Languages and Cultures,16.0101 WLC,CLA
WLC,2186 ,World Languages and Cultures,16.0101 WLC,CLA
WLC,2188 ,World Languages and Cultures,16.0101 WLC,CLA
WLC,2192 ,World Languages and Cultures,16.0101 WLC,CLA
WLC,2194 ,World Languages and Cultures,16.0101 WLC,CLA
WLC,2196 ,World Languages and Cultures,16.0101 WLC,CLA
WLC,2198 ,World Languages and Cultures,16.0101 WLC,CLA
WLC,2202 ,World Languages and Cultures,16.0101 WLC,CLA
WLC,2204 ,World Languages and Cultures,16.0101 WLC,CLA
WLC,2206 ,World Languages and Cultures,16.0101 WLC,CLA
WLC,2208 ,World Languages and Cultures,16.0101 WLC,CLA
WLC,2212 ,World Languages and Cultures,16.0101 WLC,CLA
WLC,2214 ,World Languages and Cultures,16.0101 WLC,CLA
WLC,2216 ,World Languages and Cultures,16.0101 WLC,CLA
WLC,2218 ,World Languages and Cultures,16.0101 WLC,CLA
WLC,2222 ,World Languages and Cultures,16.0101 WLC,CLA
WLC,2224 ,World Languages and Cultures,16.0101 WLC,CLA
AERO,2182 ,Aerospace Engineering,14.0201 AERO,CENG
AERO,2184 ,Aerospace Engineering,14.0201 AERO,CENG
AERO,2186 ,Aerospace Engineering,14.0201 AERO,CENG
AERO,2188 ,Aerospace Engineering,14.0201 AERO,CENG
AERO,2192 ,Aerospace Engineering,14.0201 AERO,CENG
AERO,2194 ,Aerospace Engineering,14.0201 AERO,CENG
AERO,2196 ,Aerospace Engineering,14.0201 AERO,CENG
AERO,2198 ,Aerospace Engineering,14.0201 AERO,CENG
AERO,2202 ,Aerospace Engineering,14.0201 AERO,CENG
AERO,2204 ,Aerospace Engineering,14.0201 AERO,CENG
AERO,2206 ,Aerospace Engineering,14.0201 AERO,CENG
AERO,2208 ,Aerospace Engineering,14.0201 AERO,CENG
AERO,2212 ,Aerospace Engineering,14.0201 AERO,CENG
AERO,2214 ,Aerospace Engineering,14.0201 AERO,CENG
AERO,2216 ,Aerospace Engineering,14.0201 AERO,CENG
AERO,2218 ,Aerospace Engineering,14.0201 AERO,CENG
AERO,2222 ,Aerospace Engineering,14.0201 AERO,CENG
AERO,2224 ,Aerospace Engineering,14.0201 AERO,CENG
BMED,2182 ,Biomedical Engineering,14.05 BMED,CENG
BMED,2184 ,Biomedical Engineering,14.05 BMED,CENG
BMED,2186 ,Biomedical Engineering,14.05 BMED,CENG
BMED,2188 ,Biomedical Engineering,14.05 BMED,CENG
BMED,2192 ,Biomedical Engineering,14.05 BMED,CENG
BMED,2194 ,Biomedical Engineering,14.05 BMED,CENG
BMED,2196 ,Biomedical Engineering,14.05 BMED,CENG
BMED,2198 ,Biomedical Engineering,14.05 BMED,CENG
BMED,2202 ,Biomedical Engineering,14.05 BMED,CENG
BMED,2204 ,Biomedical Engineering,14.05 BMED,CENG
BMED,2206 ,Biomedical Engineering,14.05 BMED,CENG
BMED,2208 ,Biomedical Engineering,14.05 BMED,CENG
BMED,2212 ,Biomedical Engineering,14.05 BMED,CENG
BMED,2214 ,Biomedical Engineering,14.05 BMED,CENG
BMED,2216 ,Biomedical Engineering,14.05 BMED,CENG
BMED,2218 ,Biomedical Engineering,14.05 BMED,CENG
BMED,2222 ,Biomedical Engineering,14.05 BMED,CENG
BMED,2224 ,Biomedical Engineering,14.05 BMED,CENG
CE,2182 ,Civil Engineering,14.0801 CE,CENG
CE,2184 ,Civil Engineering,14.0801 CE,CENG
CE,2186 ,Civil Engineering,14.0801 CE,CENG
CE,2188 ,Civil Engineering,14.0801 CE,CENG
CE,2192 ,Civil Engineering,14.0801 CE,CENG
CE,2194 ,Civil Engineering,14.0801 CE,CENG
CE,2196 ,Civil Engineering,14.0801 CE,CENG
CE,2198 ,Civil Engineering,14.0801 CE,CENG
CE,2202 ,Civil Engineering,14.0801 CE,CENG
CE,2204 ,Civil Engineering,14.0801 CE,CENG
CE,2206 ,Civil Engineering,14.0801 CE,CENG
CE,2208 ,Civil Engineering,14.0801 CE,CENG
CE,2212 ,Civil Engineering,14.0801 CE,CENG
CE,2214 ,Civil Engineering,14.0801 CE,CENG
CE,2216 ,Civil Engineering,14.0801 CE,CENG
CE,2218 ,Civil Engineering,14.0801 CE,CENG
CE,2222 ,Civil Engineering,14.0801 CE,CENG
CE,2224 ,Civil Engineering,14.0801 CE,CENG
CPE,2182 ,Computer Engineering,14.0901 CPE,CENG
CPE,2184 ,Computer Engineering,14.0901 CPE,CENG
CPE,2186 ,Computer Engineering,14.0901 CPE,CENG
CPE,2188 ,Computer Engineering,14.0901 CPE,CENG
CPE,2192 ,Computer Engineering,14.0901 CPE,CENG
CPE,2194 ,Computer Engineering,14.0901 CPE,CENG
CPE,2196 ,Computer Engineering,14.0901 CPE,CENG
CPE,2198 ,Computer Engineering,14.0901 CPE,CENG
CPE,2202 ,Computer Engineering,14.0901 CPE,CENG
CPE,2204 ,Computer Engineering,14.0901 CPE,CENG
CPE,2206 ,Computer Engineering,14.0901 CPE,CENG
CPE,2208 ,Computer Engineering,14.0901 CPE,CENG
CPE,2212 ,Computer Engineering,14.0901 CPE,CENG
CPE,2214 ,Computer Engineering,14.0901 CPE,CENG
CPE,2216 ,Computer Engineering,14.0901 CPE,CENG
CPE,2218 ,Computer Engineering,14.0901 CPE,CENG
CPE,2222 ,Computer Engineering,14.0901 CPE,CENG
CPE,2224 ,Computer Engineering,14.0901 CPE,CENG
CSC,2182 ,Computer Science,11.0101 CSC,CENG
CSC,2184 ,Computer Science,11.0101 CSC,CENG
CSC,2186 ,Computer Science,11.0101 CSC,CENG
CSC,2188 ,Computer Science,11.0101 CSC,CENG
CSC,2192 ,Computer Science,11.0101 CSC,CENG
CSC,2194 ,Computer Science,11.0101 CSC,CENG
CSC,2196 ,Computer Science,11.0101 CSC,CENG
CSC,2198 ,Computer Science,11.0101 CSC,CENG
CSC,2202 ,Computer Science,11.0101 CSC,CENG
CSC,2204 ,Computer Science,11.0101 CSC,CENG
CSC,2206 ,Computer Science,11.0101 CSC,CENG
CSC,2208 ,Computer Science,11.0101 CSC,CENG
CSC,2212 ,Computer Science,11.0101 CSC,CENG
CSC,2214 ,Computer Science,11.0101 CSC,CENG
CSC,2216 ,Computer Science,11.0101 CSC,CENG
CSC,2218 ,Computer Science,11.0101 CSC,CENG
CSC,2222 ,Computer Science,11.0101 CSC,CENG
CSC,2224 ,Computer Science,11.0101 CSC,CENG
EE,2182 ,Electrical Engineering,14.1001 EE,CENG
EE,2184 ,Electrical Engineering,14.1001 EE,CENG
EE,2186 ,Electrical Engineering,14.1001 EE,CENG
EE,2188 ,Electrical Engineering,14.1001 EE,CENG
EE,2192 ,Electrical Engineering,14.1001 EE,CENG
EE,2194 ,Electrical Engineering,14.1001 EE,CENG
EE,2196 ,Electrical Engineering,14.1001 EE,CENG
EE,2198 ,Electrical Engineering,14.1001 EE,CENG
EE,2202 ,Electrical Engineering,14.1001 EE,CENG
EE,2204 ,Electrical Engineering,14.1001 EE,CENG
EE,2206 ,Electrical Engineering,14.1001 EE,CENG
EE,2208 ,Electrical Engineering,14.1001 EE,CENG
EE,2212 ,Electrical Engineering,14.1001 EE,CENG
EE,2214 ,Electrical Engineering,14.1001 EE,CENG
EE,2216 ,Electrical Engineering,14.1001 EE,CENG
EE,2218 ,Electrical Engineering,14.1001 EE,CENG
EE,2222 ,Electrical Engineering,14.1001 EE,CENG
EE,2224 ,Electrical Engineering,14.1001 EE,CENG
ENGR,2182 ,Engineering,14.0101 ENGR,CENG
ENGR,2184 ,Engineering,14.0101 ENGR,CENG
ENGR,2186 ,Engineering,14.0101 ENGR,CENG
ENGR,2188 ,Engineering,14.0101 ENGR,CENG
ENGR,2192 ,Engineering,14.0101 ENGR,CENG
ENGR,2194 ,Engineering,14.0101 ENGR,CENG
ENGR,2196 ,Engineering,14.0101 ENGR,CENG
ENGR,2198 ,Engineering,14.0101 ENGR,CENG
ENGR,2202 ,Engineering,14.0101 ENGR,CENG
ENGR,2204 ,Engineering,14.0101 ENGR,CENG
ENGR,2206 ,Engineering,14.0101 ENGR,CENG
ENGR,2208 ,Engineering,14.0101 ENGR,CENG
ENGR,2212 ,Engineering,14.0101 ENGR,CENG
ENGR,2214 ,Engineering,14.0101 ENGR,CENG
ENGR,2216 ,Engineering,14.0101 ENGR,CENG
ENGR,2218 ,Engineering,14.0101 ENGR,CENG
ENGR,2222 ,Engineering,14.0101 ENGR,CENG
ENGR,2224 ,Engineering,14.0101 ENGR,CENG
ENVE,2182 ,Environmental Engineering,14.1401 ENVE,CENG
ENVE,2184 ,Environmental Engineering,14.1401 ENVE,CENG
ENVE,2188 ,Environmental Engineering,14.1401 ENVE,CENG
ENVE,2192 ,Environmental Engineering,14.1401 ENVE,CENG
ENVE,2194 ,Environmental Engineering,14.1401 ENVE,CENG
ENVE,2198 ,Environmental Engineering,14.1401 ENVE,CENG
ENVE,2202 ,Environmental Engineering,14.1401 ENVE,CENG
ENVE,2204 ,Environmental Engineering,14.1401 ENVE,CENG
ENVE,2206 ,Environmental Engineering,14.1401 ENVE,CENG
ENVE,2208 ,Environmental Engineering,14.1401 ENVE,CENG
ENVE,2212 ,Environmental Engineering,14.1401 ENVE,CENG
ENVE,2214 ,Environmental Engineering,14.1401 ENVE,CENG
ENVE,2216 ,Environmental Engineering,14.1401 ENVE,CENG
ENVE,2218 ,Environmental Engineering,14.1401 ENVE,CENG
ENVE,2222 ,Environmental Engineering,14.1401 ENVE,CENG
ENVE,2224 ,Environmental Engineering,14.1401 ENVE,CENG
IME,2182 ,Industrial and Manufacturing Engineering,14.3501 IME,CENG
IME,2184 ,Industrial and Manufacturing Engineering,14.3501 IME,CENG
IME,2186 ,Industrial and Manufacturing Engineering,14.3501 IME,CENG
IME,2188 ,Industrial and Manufacturing Engineering,14.3501 IME,CENG
IME,2192 ,Industrial and Manufacturing Engineering,14.3501 IME,CENG
IME,2194 ,Industrial and Manufacturing Engineering,14.3501 IME,CENG
IME,2196 ,Industrial and Manufacturing Engineering,14.3501 IME,CENG
IME,2198 ,Industrial and Manufacturing Engineering,14.3501 IME,CENG
IME,2202 ,Industrial and Manufacturing Engineering,14.3501 IME,CENG
IME,2204 ,Industrial and Manufacturing Engineering,14.3501 IME,CENG
IME,2206 ,Industrial and Manufacturing Engineering,14.3501 IME,CENG
IME,2208 ,Industrial and Manufacturing Engineering,14.3501 IME,CENG
IME,2212 ,Industrial and Manufacturing Engineering,14.3501 IME,CENG
IME,2214 ,Industrial and Manufacturing Engineering,14.3501 IME,CENG
IME,2216 ,Industrial and Manufacturing Engineering,14.3501 IME,CENG
IME,2218 ,Industrial and Manufacturing Engineering,14.3501 IME,CENG
IME,2222 ,Industrial and Manufacturing Engineering,14.3501 IME,CENG
IME,2224 ,Industrial and Manufacturing Engineering,14.3501 IME,CENG
MATE,2182 ,Materials Engineering,14.1801 MATE,CENG
MATE,2184 ,Materials Engineering,14.1801 MATE,CENG
MATE,2186 ,Materials Engineering,14.1801 MATE,CENG
MATE,2188 ,Materials Engineering,14.1801 MATE,CENG
MATE,2192 ,Materials Engineering,14.1801 MATE,CENG
MATE,2194 ,Materials Engineering,14.1801 MATE,CENG
MATE,2196 ,Materials Engineering,14.1801 MATE,CENG
MATE,2198 ,Materials Engineering,14.1801 MATE,CENG
MATE,2202 ,Materials Engineering,14.1801 MATE,CENG
MATE,2204 ,Materials Engineering,14.1801 MATE,CENG
MATE,2206 ,Materials Engineering,14.1801 MATE,CENG
MATE,2208 ,Materials Engineering,14.1801 MATE,CENG
MATE,2212 ,Materials Engineering,14.1801 MATE,CENG
MATE,2214 ,Materials Engineering,14.1801 MATE,CENG
MATE,2216 ,Materials Engineering,14.1801 MATE,CENG
MATE,2218 ,Materials Engineering,14.1801 MATE,CENG
MATE,2222 ,Materials Engineering,14.1801 MATE,CENG
MATE,2224 ,Materials Engineering,14.1801 MATE,CENG
ME,2182 ,Mechanical Engineering,14.1901 ME,CENG
ME,2184 ,Mechanical Engineering,14.1901 ME,CENG
ME,2186 ,Mechanical Engineering,14.1901 ME,CENG
ME,2188 ,Mechanical Engineering,14.1901 ME,CENG
ME,2192 ,Mechanical Engineering,14.1901 ME,CENG
ME,2194 ,Mechanical Engineering,14.1901 ME,CENG
ME,2196 ,Mechanical Engineering,14.1901 ME,CENG
ME,2198 ,Mechanical Engineering,14.1901 ME,CENG
ME,2202 ,Mechanical Engineering,14.1901 ME,CENG
ME,2204 ,Mechanical Engineering,14.1901 ME,CENG
ME,2206 ,Mechanical Engineering,14.1901 ME,CENG
ME,2208 ,Mechanical Engineering,14.1901 ME,CENG
ME,2212 ,Mechanical Engineering,14.1901 ME,CENG
ME,2214 ,Mechanical Engineering,14.1901 ME,CENG
ME,2216 ,Mechanical Engineering,14.1901 ME,CENG
ME,2218 ,Mechanical Engineering,14.1901 ME,CENG
ME,2222 ,Mechanical Engineering,14.1901 ME,CENG
ME,2224 ,Mechanical Engineering,14.1901 ME,CENG
ASTR,2182 ,Astronomy,40.0201 ASTR,CSM
ASTR,2184 ,Astronomy,40.0201 ASTR,CSM
ASTR,2188 ,Astronomy,40.0201 ASTR,CSM
ASTR,2192 ,Astronomy,40.0201 ASTR,CSM
ASTR,2194 ,Astronomy,40.0201 ASTR,CSM
ASTR,2196 ,Astronomy,40.0201 ASTR,CSM
ASTR,2198 ,Astronomy,40.0201 ASTR,CSM
ASTR,2202 ,Astronomy,40.0201 ASTR,CSM
ASTR,2204 ,Astronomy,40.0201 ASTR,CSM
ASTR,2206 ,Astronomy,40.0201 ASTR,CSM
ASTR,2208 ,Astronomy,40.0201 ASTR,CSM
ASTR,2212 ,Astronomy,40.0201 ASTR,CSM
ASTR,2214 ,Astronomy,40.0201 ASTR,CSM
ASTR,2216 ,Astronomy,40.0201 ASTR,CSM
ASTR,2218 ,Astronomy,40.0201 ASTR,CSM
ASTR,2222 ,Astronomy,40.0201 ASTR,CSM
ASTR,2224 ,Astronomy,40.0201 ASTR,CSM
BIO,2182 ,Biology,26.0101 BIO,CSM
BIO,2184 ,Biology,26.0101 BIO,CSM
BIO,2186 ,Biology,26.0101 BIO,CSM
BIO,2188 ,Biology,26.0101 BIO,CSM
BIO,2192 ,Biology,26.0101 BIO,CSM
BIO,2194 ,Biology,26.0101 BIO,CSM
BIO,2196 ,Biology,26.0101 BIO,CSM
BIO,2198 ,Biology,26.0101 BIO,CSM
BIO,2202 ,Biology,26.0101 BIO,CSM
BIO,2204 ,Biology,26.0101 BIO,CSM
BIO,2206 ,Biology,26.0101 BIO,CSM
BIO,2208 ,Biology,26.0101 BIO,CSM
BIO,2212 ,Biology,26.0101 BIO,CSM
BIO,2214 ,Biology,26.0101 BIO,CSM
BIO,2216 ,Biology,26.0101 BIO,CSM
BIO,2218 ,Biology,26.0101 BIO,CSM
BIO,2222 ,Biology,26.0101 BIO,CSM
BIO,2224 ,Biology,26.0101 BIO,CSM
BOT,2182 ,Botany,26.0301 BOT,CSM
BOT,2184 ,Botany,26.0301 BOT,CSM
BOT,2186 ,Botany,26.0301 BOT,CSM
BOT,2188 ,Botany,26.0301 BOT,CSM
BOT,2192 ,Botany,26.0301 BOT,CSM
BOT,2194 ,Botany,26.0301 BOT,CSM
BOT,2196 ,Botany,26.0301 BOT,CSM
BOT,2198 ,Botany,26.0301 BOT,CSM
BOT,2202 ,Botany,26.0301 BOT,CSM
BOT,2204 ,Botany,26.0301 BOT,CSM
BOT,2206 ,Botany,26.0301 BOT,CSM
BOT,2208 ,Botany,26.0301 BOT,CSM
BOT,2212 ,Botany,26.0301 BOT,CSM
BOT,2214 ,Botany,26.0301 BOT,CSM
BOT,2216 ,Botany,26.0301 BOT,CSM
BOT,2218 ,Botany,26.0301 BOT,CSM
BOT,2222 ,Botany,26.0301 BOT,CSM
BOT,2224 ,Botany,26.0301 BOT,CSM
CHEM,2182 ,Chemistry,40.0501 CHEM,CSM
CHEM,2184 ,Chemistry,40.0501 CHEM,CSM
CHEM,2186 ,Chemistry,40.0501 CHEM,CSM
CHEM,2188 ,Chemistry,40.0501 CHEM,CSM
CHEM,2192 ,Chemistry,40.0501 CHEM,CSM
CHEM,2194 ,Chemistry,40.0501 CHEM,CSM
CHEM,2196 ,Chemistry,40.0501 CHEM,CSM
CHEM,2198 ,Chemistry,40.0501 CHEM,CSM
CHEM,2202 ,Chemistry,40.0501 CHEM,CSM
CHEM,2204 ,Chemistry,40.0501 CHEM,CSM
CHEM,2206 ,Chemistry,40.0501 CHEM,CSM
CHEM,2208 ,Chemistry,40.0501 CHEM,CSM
CHEM,2212 ,Chemistry,40.0501 CHEM,CSM
CHEM,2214 ,Chemistry,40.0501 CHEM,CSM
